GWAS	GWAS_region	eQTLs	mQTL_top_coloc_Tissue	mQTL_top_coloc_cpg	mQTLs
Astle_et_al_2016_Neutrophil_count	region1160	FALSE	WholeBlood	cg04049253	TRUE
Astle_et_al_2016_Neutrophil_count	region1173	FALSE	Lung	cg03702171	TRUE
Astle_et_al_2016_Neutrophil_count	region1209	FALSE	Lung	cg21236262	TRUE
Astle_et_al_2016_Neutrophil_count	region122	FALSE	Lung	cg12303769	TRUE
Astle_et_al_2016_Neutrophil_count	region1477	FALSE	Ovary	cg07955474	TRUE
Astle_et_al_2016_Neutrophil_count	region1556	FALSE	Lung	cg06288539	TRUE
Astle_et_al_2016_Neutrophil_count	region436	FALSE	Lung	cg11717701	TRUE
Astle_et_al_2016_Neutrophil_count	region521	FALSE	ColonTransverse	cg25518571	TRUE
Astle_et_al_2016_Neutrophil_count	region611	FALSE	WholeBlood	cg01923482	TRUE
Astle_et_al_2016_Neutrophil_count	region644	FALSE	Ovary	cg15027533	TRUE
Astle_et_al_2016_Neutrophil_count	region732	FALSE	Ovary	cg01046905	TRUE
Astle_et_al_2016_Neutrophil_count	region767	FALSE	Ovary	cg25855327	TRUE
Astle_et_al_2016_Neutrophil_count	region776	FALSE	Lung	cg04778099	TRUE
Astle_et_al_2016_Neutrophil_count	region869	FALSE	Lung	cg21879841	TRUE
Astle_et_al_2016_Neutrophil_count	region883	FALSE	Lung	cg08894788	TRUE
Astle_et_al_2016_Neutrophil_count	region923	FALSE	Lung	cg17343088	TRUE
Astle_et_al_2016_Neutrophil_count	region925	FALSE	Ovary	cg17837330	TRUE
Astle_et_al_2016_Neutrophil_count	region935	FALSE	Lung	cg04713002	TRUE
Astle_et_al_2016_Platelet_count	region1	FALSE	Lung	cg01051283	TRUE
Astle_et_al_2016_Platelet_count	region1020	FALSE	Lung	cg16596070	TRUE
Astle_et_al_2016_Platelet_count	region104	FALSE	Ovary	cg25393376	TRUE
Astle_et_al_2016_Platelet_count	region1040	FALSE	Lung	cg06996956	TRUE
Astle_et_al_2016_Platelet_count	region1059	FALSE	Lung	cg15900128	TRUE
Astle_et_al_2016_Platelet_count	region1067	FALSE	Lung	cg14129637	TRUE
Astle_et_al_2016_Platelet_count	region1178	FALSE	WholeBlood	cg23971638	TRUE
Astle_et_al_2016_Platelet_count	region1208	FALSE	Lung	cg27563558	TRUE
Astle_et_al_2016_Platelet_count	region1210	FALSE	Lung	cg24895871	TRUE
Astle_et_al_2016_Platelet_count	region1251	FALSE	Ovary	cg14400528	TRUE
Astle_et_al_2016_Platelet_count	region1353	FALSE	WholeBlood	cg13898955	TRUE
Astle_et_al_2016_Platelet_count	region1376	FALSE	WholeBlood	cg09291754	TRUE
Astle_et_al_2016_Platelet_count	region1407	FALSE	BreastMammaryTissue	cg14944956	TRUE
Astle_et_al_2016_Platelet_count	region1480	FALSE	Lung	cg05452084	TRUE
Astle_et_al_2016_Platelet_count	region154	FALSE	Ovary	cg05764738	TRUE
Astle_et_al_2016_Platelet_count	region1540	FALSE	Ovary	cg07421014	TRUE
Astle_et_al_2016_Platelet_count	region1578	FALSE	Prostate	cg23209178	TRUE
Astle_et_al_2016_Platelet_count	region1590	FALSE	Lung	cg24593932	TRUE
Astle_et_al_2016_Platelet_count	region1607	FALSE	Ovary	cg01565314	TRUE
Astle_et_al_2016_Platelet_count	region1649	FALSE	Lung	cg07631828	TRUE
Astle_et_al_2016_Platelet_count	region1681	FALSE	Lung	cg13823643	TRUE
Astle_et_al_2016_Platelet_count	region1686	FALSE	WholeBlood	cg24083051	TRUE
Astle_et_al_2016_Platelet_count	region1695	FALSE	Ovary	cg02616251	TRUE
Astle_et_al_2016_Platelet_count	region323	FALSE	Lung	cg04303112	TRUE
Astle_et_al_2016_Platelet_count	region405	FALSE	Lung	cg05012661	TRUE
Astle_et_al_2016_Platelet_count	region665	FALSE	Lung	cg16361253	TRUE
Astle_et_al_2016_Platelet_count	region703	FALSE	Lung	cg05206802	TRUE
Astle_et_al_2016_Platelet_count	region745	FALSE	WholeBlood	cg13034073	TRUE
Astle_et_al_2016_Platelet_count	region803	FALSE	ColonTransverse	cg22677985	TRUE
Astle_et_al_2016_Platelet_count	region924	FALSE	Ovary	cg16485897	TRUE
Astle_et_al_2016_Platelet_count	region980	FALSE	Ovary	cg02608019	TRUE
Astle_et_al_2016_Platelet_count	region983	FALSE	Ovary	cg27325395	TRUE
Astle_et_al_2016_Platelet_count	region99	FALSE	Lung	cg03425860	TRUE
Astle_et_al_2016_Platelet_count	region998	FALSE	Ovary	cg10192933	TRUE
Astle_et_al_2016_Platelet_count	region1030	FALSE	Lung	cg13133322	TRUE
Astle_et_al_2016_Platelet_count	region1100	FALSE	WholeBlood	cg26620864	TRUE
Astle_et_al_2016_Platelet_count	region1170	FALSE	Ovary	cg15374924	TRUE
Astle_et_al_2016_Platelet_count	region1183	FALSE	WholeBlood	cg01339111	TRUE
Astle_et_al_2016_Platelet_count	region1196	FALSE	Prostate	cg08988832	TRUE
Astle_et_al_2016_Platelet_count	region1318	FALSE	ColonTransverse	cg09963191	TRUE
Astle_et_al_2016_Platelet_count	region1436	FALSE	Lung	cg07636761	TRUE
Astle_et_al_2016_Platelet_count	region1507	FALSE	Ovary	cg16192483	TRUE
Astle_et_al_2016_Platelet_count	region1602	FALSE	Ovary	cg03799948	TRUE
Astle_et_al_2016_Platelet_count	region1648	FALSE	Lung	cg10463299	TRUE
Astle_et_al_2016_Platelet_count	region1680	FALSE	ColonTransverse	cg11414921	TRUE
Astle_et_al_2016_Platelet_count	region17	FALSE	ColonTransverse	cg23205692	TRUE
Astle_et_al_2016_Platelet_count	region24	FALSE	Lung	cg14963928	TRUE
Astle_et_al_2016_Platelet_count	region284	FALSE	Ovary	cg24967694	TRUE
Astle_et_al_2016_Platelet_count	region314	FALSE	KidneyCortex	cg11096815	TRUE
Astle_et_al_2016_Platelet_count	region351	FALSE	Ovary	cg13928794	TRUE
Astle_et_al_2016_Platelet_count	region385	FALSE	WholeBlood	cg07266910	TRUE
Astle_et_al_2016_Platelet_count	region396	FALSE	Ovary	cg01040960	TRUE
Astle_et_al_2016_Platelet_count	region475	FALSE	Ovary	cg10171988	TRUE
Astle_et_al_2016_Platelet_count	region490	FALSE	Ovary	cg13013306	TRUE
Astle_et_al_2016_Platelet_count	region521	FALSE	ColonTransverse	cg25518571	TRUE
Astle_et_al_2016_Platelet_count	region611	FALSE	KidneyCortex	cg01923482	TRUE
Astle_et_al_2016_Platelet_count	region612	FALSE	Lung	cg26403843	TRUE
Astle_et_al_2016_Platelet_count	region71	FALSE	WholeBlood	cg25738128	TRUE
Astle_et_al_2016_Platelet_count	region736	FALSE	Prostate	cg22551432	TRUE
Astle_et_al_2016_Platelet_count	region767	FALSE	ColonTransverse	cg04752748	TRUE
Astle_et_al_2016_Platelet_count	region807	FALSE	Ovary	cg27576694	TRUE
Astle_et_al_2016_Platelet_count	region869	FALSE	Ovary	cg19314470	TRUE
Astle_et_al_2016_Platelet_count	region962	FALSE	Lung	cg13776369	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1	FALSE	Lung	cg00806481	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1004	FALSE	Lung	cg13850847	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1058	FALSE	Lung	cg14000734	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1072	FALSE	Prostate	cg01987516	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1106	FALSE	ColonTransverse	cg09618096	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1412	FALSE	ColonTransverse	cg00215550	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1504	FALSE	ColonTransverse	cg13225166	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1591	FALSE	Lung	cg17704414	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1655	FALSE	Prostate	cg14868760	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1667	FALSE	Lung	cg17262038	TRUE
Astle_et_al_2016_Red_blood_cell_count	region244	FALSE	Lung	cg21926118	TRUE
Astle_et_al_2016_Red_blood_cell_count	region260	FALSE	Lung	cg07480301	TRUE
Astle_et_al_2016_Red_blood_cell_count	region311	FALSE	ColonTransverse	cg21742876	TRUE
Astle_et_al_2016_Red_blood_cell_count	region395	FALSE	Prostate	cg03462622	TRUE
Astle_et_al_2016_Red_blood_cell_count	region649	FALSE	Lung	cg19722391	TRUE
Astle_et_al_2016_Red_blood_cell_count	region702	FALSE	Lung	cg04968944	TRUE
Astle_et_al_2016_Red_blood_cell_count	region718	FALSE	KidneyCortex	cg06381319	TRUE
Astle_et_al_2016_Red_blood_cell_count	region743	FALSE	ColonTransverse	cg12775181	TRUE
Astle_et_al_2016_Red_blood_cell_count	region864	FALSE	Lung	cg08349112	TRUE
Astle_et_al_2016_Red_blood_cell_count	region10	FALSE	ColonTransverse	cg09413450	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1000	FALSE	Prostate	cg13483413	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1039	FALSE	Lung	cg04218760	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1065	FALSE	Lung	cg11908833	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1115	FALSE	Lung	cg12004276	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1179	FALSE	Lung	cg15779785	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1181	FALSE	Lung	cg12226293	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1259	FALSE	Lung	cg00360256	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1275	FALSE	Lung	cg16969681	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1411	FALSE	Ovary	cg16731692	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1555	FALSE	Prostate	cg11909137	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1579	FALSE	Ovary	cg27654029	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1580	FALSE	Lung	cg08620237	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1668	FALSE	Lung	cg23990781	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1670	FALSE	ColonTransverse	cg00616687	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1689	FALSE	Lung	cg14785368	TRUE
Astle_et_al_2016_Red_blood_cell_count	region1697	FALSE	MuscleSkeletal	cg05475172	TRUE
Astle_et_al_2016_Red_blood_cell_count	region170	FALSE	ColonTransverse	cg03792582	TRUE
Astle_et_al_2016_Red_blood_cell_count	region172	FALSE	Lung	cg06635915	TRUE
Astle_et_al_2016_Red_blood_cell_count	region237	FALSE	Ovary	cg02164574	TRUE
Astle_et_al_2016_Red_blood_cell_count	region253	FALSE	Lung	cg16958798	TRUE
Astle_et_al_2016_Red_blood_cell_count	region293	FALSE	Lung	cg14370568	TRUE
Astle_et_al_2016_Red_blood_cell_count	region521	FALSE	Ovary	cg00624418	TRUE
Astle_et_al_2016_Red_blood_cell_count	region542	FALSE	Ovary	cg12733438	TRUE
Astle_et_al_2016_Red_blood_cell_count	region610	FALSE	MuscleSkeletal	cg17344516	TRUE
Astle_et_al_2016_Red_blood_cell_count	region651	FALSE	ColonTransverse	cg02675264	TRUE
Astle_et_al_2016_Red_blood_cell_count	region721	FALSE	ColonTransverse	cg15402009	TRUE
Astle_et_al_2016_Red_blood_cell_count	region736	FALSE	Prostate	cg22551432	TRUE
Astle_et_al_2016_Red_blood_cell_count	region742	FALSE	Lung	cg21899558	TRUE
Astle_et_al_2016_Red_blood_cell_count	region777	FALSE	Lung	cg01887148	TRUE
Astle_et_al_2016_Red_blood_cell_count	region863	FALSE	Prostate	cg26495757	TRUE
Astle_et_al_2016_Red_blood_cell_count	region877	FALSE	Ovary	cg07672104	TRUE
Astle_et_al_2016_Red_blood_cell_count	region925	FALSE	Lung	cg18342395	TRUE
Astle_et_al_2016_Red_blood_cell_count	region939	FALSE	Ovary	cg25397828	TRUE
Astle_et_al_2016_Reticulocyte_count	region104	FALSE	Lung	cg16530596	TRUE
Astle_et_al_2016_Reticulocyte_count	region1101	FALSE	Prostate	cg11976953	TRUE
Astle_et_al_2016_Reticulocyte_count	region1164	FALSE	Ovary	cg20354450	TRUE
Astle_et_al_2016_Reticulocyte_count	region1280	FALSE	MuscleSkeletal	cg26046255	TRUE
Astle_et_al_2016_Reticulocyte_count	region137	FALSE	Prostate	cg09465463	TRUE
Astle_et_al_2016_Reticulocyte_count	region1375	FALSE	Prostate	cg01118348	TRUE
Astle_et_al_2016_Reticulocyte_count	region1497	FALSE	Ovary	cg25054705	TRUE
Astle_et_al_2016_Reticulocyte_count	region1498	FALSE	Lung	cg09479241	TRUE
Astle_et_al_2016_Reticulocyte_count	region1520	FALSE	Lung	cg03971616	TRUE
Astle_et_al_2016_Reticulocyte_count	region1524	FALSE	Ovary	cg27112972	TRUE
Astle_et_al_2016_Reticulocyte_count	region1691	FALSE	Ovary	cg24230188	TRUE
Astle_et_al_2016_Reticulocyte_count	region185	FALSE	Lung	cg04510355	TRUE
Astle_et_al_2016_Reticulocyte_count	region395	FALSE	Lung	cg27340948	TRUE
Astle_et_al_2016_Reticulocyte_count	region468	FALSE	Ovary	cg24734076	TRUE
Astle_et_al_2016_Reticulocyte_count	region552	FALSE	ColonTransverse	cg15001016	TRUE
Astle_et_al_2016_Reticulocyte_count	region623	FALSE	Lung	cg10346658	TRUE
Astle_et_al_2016_Reticulocyte_count	region652	FALSE	Lung	cg19022254	TRUE
Astle_et_al_2016_Reticulocyte_count	region76	FALSE	Lung	cg21985470	TRUE
Astle_et_al_2016_Reticulocyte_count	region851	FALSE	Ovary	cg23217680	TRUE
Astle_et_al_2016_Reticulocyte_count	region979	FALSE	Ovary	cg18584881	TRUE
Astle_et_al_2016_Reticulocyte_count	region99	FALSE	Lung	cg03425860	TRUE
Astle_et_al_2016_Reticulocyte_count	region1005	FALSE	MuscleSkeletal	cg21243944	TRUE
Astle_et_al_2016_Reticulocyte_count	region1039	FALSE	Ovary	cg25074794	TRUE
Astle_et_al_2016_Reticulocyte_count	region1195	FALSE	Lung	cg00048149	TRUE
Astle_et_al_2016_Reticulocyte_count	region1231	FALSE	Prostate	cg05379312	TRUE
Astle_et_al_2016_Reticulocyte_count	region1405	FALSE	Lung	cg02319972	TRUE
Astle_et_al_2016_Reticulocyte_count	region1438	FALSE	Lung	cg01510278	TRUE
Astle_et_al_2016_Reticulocyte_count	region147	FALSE	Lung	cg19696102	TRUE
Astle_et_al_2016_Reticulocyte_count	region1481	FALSE	Lung	cg09508490	TRUE
Astle_et_al_2016_Reticulocyte_count	region1507	FALSE	MuscleSkeletal	cg25653802	TRUE
Astle_et_al_2016_Reticulocyte_count	region1618	FALSE	Lung	cg05432604	TRUE
Astle_et_al_2016_Reticulocyte_count	region1664	FALSE	Lung	cg10905947	TRUE
Astle_et_al_2016_Reticulocyte_count	region17	FALSE	Lung	cg27004671	TRUE
Astle_et_al_2016_Reticulocyte_count	region253	FALSE	Ovary	cg09089410	TRUE
Astle_et_al_2016_Reticulocyte_count	region293	FALSE	Lung	cg14370568	TRUE
Astle_et_al_2016_Reticulocyte_count	region495	FALSE	Ovary	cg02243630	TRUE
Astle_et_al_2016_Reticulocyte_count	region610	FALSE	Lung	cg08893839	TRUE
Astle_et_al_2016_Reticulocyte_count	region721	FALSE	ColonTransverse	cg15402009	TRUE
Astle_et_al_2016_Reticulocyte_count	region91	FALSE	ColonTransverse	cg03699176	TRUE
Astle_et_al_2016_Reticulocyte_count	region918	FALSE	ColonTransverse	cg03431521	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1059	FALSE	Lung	cg13574913	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region131	FALSE	Ovary	cg05615449	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1367	FALSE	BreastMammaryTissue	cg13225565	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1451	FALSE	Lung	cg24033122	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1476	FALSE	Lung	cg19089810	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1483	FALSE	WholeBlood	cg02622416	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1495	FALSE	Lung	cg16375691	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1503	FALSE	WholeBlood	cg02129597	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1585	FALSE	ColonTransverse	cg15194935	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region167	FALSE	Lung	cg17320804	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region189	FALSE	ColonTransverse	cg17459174	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region437	FALSE	Lung	cg24862787	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region5	FALSE	WholeBlood	cg10211414	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region654	FALSE	Lung	cg18221076	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region797	FALSE	ColonTransverse	cg22175513	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region853	FALSE	Lung	cg16773768	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region855	FALSE	Prostate	cg21073927	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1039	FALSE	Lung	cg09348985	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1160	FALSE	WholeBlood	cg04049253	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1173	FALSE	Lung	cg03702171	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1209	FALSE	Lung	cg21236262	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region122	FALSE	Lung	cg12303769	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1477	FALSE	Ovary	cg07955474	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region1556	FALSE	Lung	cg06288539	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region436	FALSE	Lung	cg11717701	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region521	FALSE	ColonTransverse	cg25518571	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region611	FALSE	WholeBlood	cg01923482	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region644	FALSE	Ovary	cg15027533	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region732	FALSE	Ovary	cg01046905	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region767	FALSE	Ovary	cg25855327	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region776	FALSE	Lung	cg04778099	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region869	FALSE	Lung	cg21879841	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region883	FALSE	Lung	cg08894788	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region923	FALSE	Lung	cg07014292	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region925	FALSE	Ovary	cg17837330	TRUE
Astle_et_al_2016_Sum_basophil_neutrophil_counts	region935	FALSE	Lung	cg04713002	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1004	FALSE	MuscleSkeletal	cg12622986	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1028	FALSE	ColonTransverse	cg01418086	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1050	FALSE	Prostate	cg13823492	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1074	FALSE	Ovary	cg10872209	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1129	FALSE	ColonTransverse	cg19082662	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1210	FALSE	Lung	cg24895871	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1330	FALSE	ColonTransverse	cg04177945	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1331	FALSE	Lung	cg07200410	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1355	FALSE	Ovary	cg21048162	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1367	FALSE	Prostate	cg01742369	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region137	FALSE	Lung	cg06702484	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1480	FALSE	Ovary	cg07598385	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1488	FALSE	MuscleSkeletal	cg03017104	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1504	FALSE	ColonTransverse	cg20839890	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1509	FALSE	Lung	cg17474630	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1591	FALSE	ColonTransverse	cg09840619	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1610	FALSE	Lung	cg01284415	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1694	FALSE	Ovary	cg19823409	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region191	FALSE	Prostate	cg23450938	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region268	FALSE	Ovary	cg12429610	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region275	FALSE	Lung	cg02698622	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region283	FALSE	Ovary	cg19275895	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region390	FALSE	ColonTransverse	cg07196133	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region584	FALSE	Lung	cg11809897	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region6	FALSE	WholeBlood	cg20880254	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region652	FALSE	KidneyCortex	cg15570656	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region797	FALSE	ColonTransverse	cg22175513	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region864	FALSE	Lung	cg26189139	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region879	FALSE	ColonTransverse	cg25661026	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region924	FALSE	Lung	cg01765152	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region99	FALSE	Lung	cg03425860	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region112	FALSE	Lung	cg07722657	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1125	FALSE	Ovary	cg22300980	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1172	FALSE	Lung	cg02249088	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1173	FALSE	Ovary	cg01301654	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1274	FALSE	ColonTransverse	cg11807844	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1438	FALSE	KidneyCortex	cg04616529	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region1477	FALSE	Lung	cg16701852	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region188	FALSE	ColonTransverse	cg24046690	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region257	FALSE	Ovary	cg03745610	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region266	FALSE	Lung	cg05259225	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region284	FALSE	Prostate	cg17369845	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region287	FALSE	WholeBlood	cg25896827	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region307	FALSE	Lung	cg24899967	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region344	FALSE	Lung	cg07681748	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region379	FALSE	Ovary	cg14222479	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region396	FALSE	Prostate	cg01040960	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region61	FALSE	WholeBlood	cg16556008	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region690	FALSE	Lung	cg18477569	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region810	FALSE	WholeBlood	cg19952163	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region82	FALSE	Lung	cg13739406	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region833	FALSE	WholeBlood	cg03980205	TRUE
Astle_et_al_2016_Sum_eosinophil_basophil_counts	region939	FALSE	Lung	cg14182974	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1059	FALSE	Lung	cg13574913	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region131	FALSE	Ovary	cg05615449	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1367	FALSE	BreastMammaryTissue	cg13225565	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1451	FALSE	Lung	cg24033122	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1476	FALSE	Lung	cg19089810	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1483	FALSE	WholeBlood	cg02622416	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1486	FALSE	Lung	cg07967207	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1488	FALSE	MuscleSkeletal	cg03017104	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1495	FALSE	Lung	cg16375691	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1503	FALSE	WholeBlood	cg02129597	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1508	FALSE	Lung	cg10780632	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1585	FALSE	ColonTransverse	cg15194935	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1591	FALSE	Prostate	cg01419561	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region167	FALSE	Lung	cg17320804	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region189	FALSE	ColonTransverse	cg17459174	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region437	FALSE	Lung	cg24862787	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region5	FALSE	WholeBlood	cg10211414	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region636	FALSE	Lung	cg09200468	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region654	FALSE	Lung	cg18221076	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region662	FALSE	ColonTransverse	cg02711899	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region718	FALSE	Ovary	cg17509516	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region797	FALSE	ColonTransverse	cg22175513	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region853	FALSE	Lung	cg16773768	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region855	FALSE	Prostate	cg21073927	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region937	FALSE	BreastMammaryTissue	cg25032030	TRUE
